"","MSSubClass","LotArea","OverallQual","OverallCond","YearRemodAdd","BsmtFinSF1","BsmtUnfSF","X2ndFlrSF","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","Fireplaces","WoodDeckSF","OpenPorchSF","MoSold","YrSold","logSalePrice","LotFrontage","MasVnrArea","Comp.1","Comp.2","Comp.3","Comp.4","MSZoningOther","MSZoningFV","MSZoningRL","MSZoningRM","AlleyPave","Alleynone","LotShapeIR2","LotShapeOther","LotShapeReg","LandContourHLS","LandContourLow","LandContourLvl","LotConfigCulDSac","LotConfigFR2","LotConfigOther","LotConfigInside","LandSlopeMod","LandSlopeOther","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","Condition1Feedr","Condition1Norm","Condition1Other","Condition1RRAn","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhs","BldgTypeTwnhsE","HouseStyleOther","HouseStyle1Story","HouseStyle2Story","HouseStyleSFoyer","HouseStyleSLvl","RoofStyleGable","RoofStyleHip","RoofMatlCompShg","Exterior1stBrkFace","Exterior1stCemntBd","Exterior1stHdBoard","Exterior1stMetalSd","Exterior1stPlywood","Exterior1stStucco","Exterior1stVinylSd","Exterior1stWd.Sdng","Exterior1stWdShing","Exterior2ndBrkFace","Exterior2ndCmentBd","Exterior2ndHdBoard","Exterior2ndMetalSd","Exterior2ndPlywood","Exterior2ndStucco","Exterior2ndVinylSd","Exterior2ndWd.Sdng","Exterior2ndWd.Shng","ExterQualOther","ExterQualGd","ExterQualTA","ExterCondFa","ExterCondGd","ExterCondTA","FoundationCBlock","FoundationPConc","FoundationSlab","FoundationOther","BsmtQualFa","BsmtQualGd","BsmtQualTA","BsmtQualnone","BsmtCondGd","BsmtCondOther","BsmtCondTA","BsmtCondnone","BsmtExposureGd","BsmtExposureMn","BsmtExposureNo","BsmtExposurenone","BsmtFinType1BLQ","BsmtFinType1GLQ","BsmtFinType1LwQ","BsmtFinType1Rec","BsmtFinType1Unf","BsmtFinType1none","BsmtFinType2BLQ","BsmtFinType2LwQ","BsmtFinType2Rec","BsmtFinType2Unf","BsmtFinType2none","HeatingGasA","HeatingQCFa","HeatingQCGd","HeatingQCOther","HeatingQCTA","CentralAirY","KitchenQualFa","KitchenQualGd","KitchenQualTA","FunctionalMin1","FunctionalMin2","FunctionalTyp","FireplaceQuFa","FireplaceQuGd","FireplaceQuOther","FireplaceQuTA","FireplaceQunone","GarageTypeAttchd","GarageTypeBuiltIn","GarageTypeDetchd","GarageTypenone","GarageFinishRFn","GarageFinishUnf","GarageFinishnone","GarageQualFa","GarageQualTA","GarageQualnone","GarageCondFa","GarageCondTA","GarageCondnone","PavedDriveP","PavedDriveY","FenceGdWo","FenceMnPrv","FenceOther","Fencenone","MiscFeatureShed","MiscFeaturenone","SaleTypeOther","SaleTypeNew","SaleTypeWD","SaleConditionOther","SaleConditionNormal","SaleConditionPartial","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","ElectricalFuseF","ElectricalOther","ElectricalSBrkr","Id"
"132",0.0733498308209929,0.571551825100026,-0.0718115086600481,-0.518809840504761,0.733056350804922,0.57584503174529,-0.611587736358459,1.5692162936782,1.10743069712304,0.789470016700575,1.22716489855019,0.1668290179996,0.600289249736739,-0.563635242082638,0.0380159582268129,0.250804711717995,0.89168807039228,0.953488100641296,-0.0227619024357535,-0.36597935817548,-0.401714082732242,0.302050795907847,-0.983855498181742,-1.16508144280372,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.405168860489104,0,0,0,0,0,0,0,1,-0.394805010646562,-0.16341548911747,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,132
"134",-0.872263882191367,-0.721928668663869,1.37432370021816,-0.518809840504761,0.829930198757056,1.28066075069223,-0.690797099223886,-0.794890864438069,1.10743069712304,0.789470016700575,-0.761359798323593,-1.06956878037307,-0.950900669936958,0.788401414198211,-0.336676110237049,-0.119068903542886,0.89168807039228,0.694281204472407,-0.0227619024357535,0.23350720005881,-0.391038237147456,0.964050221304971,0.464047518702729,-0.581763388957,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.405168860489104,0,0,0,0,0,0,0,1,-0.394805010646562,-0.16341548911747,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,134
"135",-0.872263882191367,0.116630087486919,-0.794879113099154,0.381858848124194,0.393997882972452,0.291645145073137,0.732708307700509,-0.794890864438069,-0.819683507644112,0.789470016700575,1.22716489855019,0.1668290179996,0.600289249736739,-0.756783335837045,0.819982014151394,0.250804711717995,-1.3671862779698,0.191916060116765,0.438087709283511,-0.615765424106434,-0.504530027320415,-0.782336723211912,1.23641002666276,-0.0835518987403374,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.405168860489104,0,0,0,0,0,1,0,0,-0.394805010646562,-0.16341548911747,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,135
"136",-0.872263882191367,0.132283826473077,0.651256095779058,0.381858848124194,-0.720051368477092,-1.00430633815188,1.66737878951255,-0.794890864438069,-0.819683507644112,0.789470016700575,-0.761359798323593,0.1668290179996,0.600289249736739,0.0319047136601173,-0.743950097697768,-0.488942518803767,0.138729954271588,0.107045880830193,0.540498734110015,1.18269425059644,-0.51274699682962,-0.61730096489005,0.896873262235438,0.205815641622198,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,-0.405168860489104,0,0,0,0,0,1,0,0,-0.394805010646562,-0.16341548911747,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,136
"137",-0.872263882191367,0.121446622559583,-0.794879113099154,-0.518809840504761,-0.865362140405294,0.57584503174529,-0.109174063326319,-0.794890864438069,-0.819683507644112,0.789470016700575,-0.761359798323593,0.1668290179996,0.600289249736739,-0.756783335837045,1.06434640662783,0.250804711717995,-0.614228161849104,-0.384153897027244,-0.0227619024357535,0.608186298955241,0.587364310936113,0.107174895151706,1.25615104749236,-0.476158526063119,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.405168860489104,0,0,0,0,1,0,0,0,-0.394805010646562,-0.16341548911747,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,137
"138",0.782560115580263,0.293637751407318,0.651256095779058,-0.518809840504761,0.200250187068183,-1.00430633815188,3.0320429554512,-0.794890864438069,-0.819683507644112,2.60462942517749,-0.761359798323593,2.63962461474495,-0.950900669936958,-0.756783335837045,-0.743950097697768,0.250804711717995,-1.3671862779698,0.0635068612542523,0.642909758936518,-0.178639808727264,-1.87576899533111,-0.720155398701752,0.96257958504341,0.393244892050728,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.405168860489104,0,0,0,0,0,0,0,1,-0.394805010646562,-0.16341548911747,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,138
"139",0.0733498308209929,-0.188979062873606,1.37432370021816,-0.518809840504761,0.733056350804922,0.514457856224105,-0.52332587487984,1.14770881587453,-0.819683507644112,0.789470016700575,1.22716489855019,0.1668290179996,2.15147916941044,1.04593220587075,0.982891609135682,2.1001727880224,0.138729954271588,0.805563103751878,0.182060147217253,1.3825231033412,-0.840219206654246,0.685940300523706,-1.25169805102152,0.629359944344406,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.405168860489104,0,0,0,0,0,0,0,1,-0.394805010646562,-0.16341548911747,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,139
"140",0.0733498308209929,1.34267909023352,-0.0718115086600481,-0.518809840504761,0.587745578876721,0.862318517510821,-1.04158142048506,1.1202191977569,1.10743069712304,0.789470016700575,1.22716489855019,0.1668290179996,-0.950900669936958,1.46441974233864,0.86885489264668,0.620678326978875,0.89168807039228,0.821836815604546,-0.22758395208876,-0.615765424106434,-0.271106908193862,0.504698529567978,-1.06241135630806,-0.644810843453582,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.405168860489104,0,0,0,0,0,0,0,1,-0.394805010646562,-0.16341548911747,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,140
"141",-0.872263882191367,0.156366501836396,-1.51794671753826,-0.518809840504761,-0.671614444501025,-0.0221115298129201,-0.306065908163239,-0.794890864438069,-0.819683507644112,-1.02568939177634,-0.761359798323593,0.1668290179996,0.600289249736739,-0.756783335837045,-0.743950097697768,-0.858816134064648,1.64464618651297,-0.929682705905372,0.0284436099774981,-0.615765424106434,1.4902260265593,0.53839823778905,0.712676141069855,-2.27668084764115,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.405168860489104,0,0,0,1,0,0,0,0,-0.394805010646562,-0.16341548911747,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,141
"143",-0.163053597432097,-0.320470470357331,-0.794879113099154,-1.41947852913372,-1.5919160000463,0.148408402190372,-0.371696523108879,0.293239852718161,-0.819683507644112,0.789470016700575,-0.761359798323593,1.40322681637227,-0.950900669936958,-0.756783335837045,-0.743950097697768,-0.119068903542886,1.64464618651297,-0.0107843625552566,0.0796491223907498,-0.615765424106434,-0.0569822986817097,0.58999439933638,-0.696282056387554,1.0311980842572,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-0.405168860489104,0,0,0,0,0,0,0,0,2.53116105810461,-0.16341548911747,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,143
"144",-0.872263882191367,0.116630087486919,0.651256095779058,-0.518809840504761,0.684619426828855,0.539467446251255,0.551658335436675,-0.794890864438069,1.10743069712304,0.789470016700575,-0.761359798323593,0.1668290179996,-0.950900669936958,0.402105226689397,-0.271512272243334,-0.119068903542886,0.89168807039228,0.505253292707136,0.438087709283511,0.527005827527681,-0.731409074428992,0.682091173792443,0.946265716957429,-0.390002817959585,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.405168860489104,0,0,0,0,0,0,0,1,-0.394805010646562,-0.16341548911747,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,144
"145",0.782560115580263,-0.180790953250078,-0.794879113099154,-0.518809840504761,-1.05910983630956,2.02412765422658,-0.387538395681964,-0.794890864438069,1.10743069712304,0.789470016700575,-0.761359798323593,3.87602241311762,-0.950900669936958,-0.756783335837045,-0.743950097697768,1.73029917276152,-1.3671862779698,-0.720942640920787,0.0284436099774981,1.48243752971358,-0.890799445410608,-1.67611753060484,0.88262365407317,-0.356045853936642,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.405168860489104,0,0,0,1,0,0,0,0,-0.394805010646562,-0.16341548911747,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,145
"147",-0.635860453938277,-0.898454679077001,-0.794879113099154,1.28252753675315,0.393997882972452,-0.529124127636041,-0.138594683819192,-0.794890864438069,1.10743069712304,-1.02568939177634,-0.761359798323593,-1.06956878037307,-0.950900669936958,-0.370487148328231,-0.743950097697768,1.73029917276152,0.89168807039228,-1.15742423231688,-0.944461125874283,-0.615765424106434,1.6197015803973,-0.538113764709704,0.659371767608798,0.702519407142993,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.46641626724921,0,0,0,0,0,0,0,0,2.53116105810461,-0.16341548911747,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,147
"148",0.0733498308209929,-0.0832561180286335,0.651256095779058,-0.518809840504761,0.781493274780989,-1.00430633815188,0.716866435127423,1.84182167334471,-0.819683507644112,0.789470016700575,1.22716489855019,0.1668290179996,0.600289249736739,0.402105226689397,0.0380159582268129,-0.488942518803767,1.64464618651297,0.722568856006301,-0.0227619024357535,0.50827187258286,-0.423482745992578,0.201231562379145,-1.62996782695955,-1.1715092406548,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.405168860489104,0,0,0,0,0,0,0,1,-0.394805010646562,-0.16341548911747,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,148
"150",-0.163053597432097,-0.869555468641018,-0.794879113099154,-1.41947852913372,-1.68878984799844,-1.00430633815188,0.744023930966998,0.231388211953492,-0.819683507644112,-1.02568939177634,-0.761359798323593,0.1668290179996,-0.950900669936958,0.852784112116347,1.11321928512311,-0.858816134064648,-1.3671862779698,-0.929682705905372,-0.0227619024357535,-0.615765424106434,1.08286676320347,-1.2119190945802,0.0912340410177967,0.084286448105009,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.405168860489104,0,0,0,0,1,0,0,0,-0.394805010646562,-0.16341548911747,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,150
"151",-0.872263882191367,0.121687449313216,-0.794879113099154,0.381858848124194,-0.477866748596757,0.623590612706212,-0.711165221103568,-0.794890864438069,-0.819683507644112,-1.02568939177634,1.22716489855019,0.1668290179996,-0.950900669936958,-0.756783335837045,-0.743950097697768,-1.96843697984729,-0.614228161849104,-0.78175770901595,2.58871923064008,-0.615765424106434,0.418448118247092,0.86179560822595,0.279136780644105,0.702390640338592,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.405168860489104,0,0,0,1,0,0,0,0,-0.394805010646562,-0.16341548911747,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,151
"152",-0.872263882191367,0.973010023406563,1.37432370021816,-0.518809840504761,1.12055174261346,2.17873239257623,-0.582167115865586,-0.794890864438069,1.10743069712304,0.789470016700575,-0.761359798323593,-1.06956878037307,0.600289249736739,-0.756783335837045,0.917727771141967,-1.96843697984729,0.138729954271588,2.01195277250543,1.92304756926781,2.10690269454097,-1.62867586737662,0.91488374396037,0.982375234940101,0.860155628978998,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.405168860489104,0,0,0,0,0,0,0,1,-0.394805010646562,-0.16341548911747,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,152
"153",0.0733498308209929,1.19264402272004,-0.0718115086600481,-0.518809840504761,-0.671614444501025,-0.0584891153069557,-0.358117775189091,1.25766728834505,-0.819683507644112,0.789470016700575,1.22716489855019,1.40322681637227,0.600289249736739,-0.756783335837045,0.331253229198531,-0.119068903542886,-1.3671862779698,0.327269592209716,-0.0227619024357535,0.957886791258577,-0.200550434798565,-0.713260852944247,-1.10091787911819,0.0289443240011901,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,-0.405168860489104,0,0,0,1,0,0,0,0,-0.394805010646562,-0.16341548911747,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,153
"155",-0.635860453938277,0.358660974888281,-0.0718115086600481,-0.518809840504761,-1.68878984799844,-1.00430633815188,1.43201382556957,-0.794890864438069,-0.819683507644112,-1.02568939177634,-0.761359798323593,1.40322681637227,-0.950900669936958,-0.756783335837045,-0.743950097697768,-1.22868974932553,-1.3671862779698,-0.720942640920787,0.745320783763021,-0.615765424106434,0.937366271619694,-1.64808012699179,1.17100044426895,0.647925579867168,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.46641626724921,0,0,0,0,0,0,0,0,2.53116105810461,-0.16341548911747,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,155
"156",-0.163053597432097,-0.0603775764334799,-0.0718115086600481,-0.518809840504761,-1.68878984799844,-1.00430633815188,0.0107715432984707,0.405489126698488,-0.819683507644112,-1.02568939177634,-0.761359798323593,-1.06956878037307,-0.950900669936958,-0.756783335837045,-0.613622421710338,-0.858816134064648,0.138729954271588,-1.86968150358463,-0.483611514155018,-0.615765424106434,1.91995378862297,-0.0576563027811538,-0.176485554993808,-1.59335348772887,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.46641626724921,0,0,0,0,0,0,0,0,2.53116105810461,-0.16341548911747,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,156
"157",-0.872263882191367,-0.63836178515315,-0.794879113099154,1.28252753675315,-1.68878984799844,-1.00430633815188,-1.28373575838794,-0.794890864438069,-0.819683507644112,-1.02568939177634,-0.761359798323593,-1.06956878037307,-0.950900669936958,-0.756783335837045,-0.743950097697768,-0.119068903542886,-1.3671862779698,-1.0523697753639,-0.483611514155018,-0.615765424106434,0.88652597312728,0.259436157811677,-0.951214780685561,2.39532849533403,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2.46641626724921,0,0,0,0,0,0,0,0,2.53116105810461,-0.16341548911747,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,157
"158",0.0733498308209929,0.518329112547089,1.37432370021816,-0.518809840504761,1.21742559056559,-1.00430633815188,0.467922723264652,1.94032613826622,-0.819683507644112,0.789470016700575,1.22716489855019,1.40322681637227,0.600289249736739,-0.756783335837045,0.47787186468439,-0.488942518803767,1.64464618651297,1.20232950796415,1.15496488306903,-0.0912146856514303,-0.892139560468821,0.804646610729374,-2.37410694297922,0.242855051597059,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.405168860489104,0,0,0,0,0,0,0,1,-0.394805010646562,-0.16341548911747,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,158
